Date;Code INSEE region;vitesse_vent;vent_min;vent_faible;vent_moyen;vent_fort;vent_max;year;week;mois
10/04/2016;76;6.065454545;1.957;2.881;3.805;4.935;6.065;2016;14;4
10/04/2016;84;5.51875;2.288;2.891;3.494;4.507;5.519;2016;14;4
10/04/2016;93;7.303125;2.509;3.681;4.852;6.474;8.097;2016;14;4
17/04/2016;11;1.625;1.175;2.107;3.04;3.932;4.825;2016;15;4
17/04/2016;24;2.575;1.456;2.259;3.062;3.896;4.731;2016;15;4
17/04/2016;27;1.775;1.75;2.517;3.284;4.167;5.05;2016;15;4
17/04/2016;28;2.54375;1.897;2.842;3.786;5.063;6.341;2016;15;4
17/04/2016;32;2.7625;1.569;2.506;3.443;4.962;6.481;2016;15;4
17/04/2016;44;2.6875;1.743;2.3;2.857;4.341;5.825;2016;15;4
17/04/2016;52;3.175;1.388;2.374;3.36;4.692;6.025;2016;15;4
17/04/2016;53;2.659375;2.441;3.377;4.313;5.582;6.85;2016;15;4
17/04/2016;75;3.1525;2.048;2.829;3.611;4.78;5.95;2016;15;4
17/04/2016;76;3.194642857;1.957;2.881;3.805;4.935;6.065;2016;15;4
17/04/2016;84;4.16875;2.288;2.891;3.494;4.507;5.519;2016;15;4
17/04/2016;93;3.846875;2.509;3.681;4.852;6.474;8.097;2016;15;4
24/04/2016;11;2.3625;1.175;2.107;3.04;3.932;4.825;2016;16;4
24/04/2016;24;1.45625;1.456;2.259;3.062;3.896;4.731;2016;16;4
24/04/2016;27;2.5125;1.75;2.517;3.284;4.167;5.05;2016;16;4
24/04/2016;28;2.6;1.897;2.842;3.786;5.063;6.341;2016;16;4
24/04/2016;32;3.775;1.569;2.506;3.443;4.962;6.481;2016;16;4
24/04/2016;44;2.3825;1.743;2.3;2.857;4.341;5.825;2016;16;4
24/04/2016;52;1.3875;1.388;2.374;3.36;4.692;6.025;2016;16;4
24/04/2016;53;2.440625;2.441;3.377;4.313;5.582;6.85;2016;16;4
24/04/2016;75;2.61;2.048;2.829;3.611;4.78;5.95;2016;16;4
24/04/2016;76;3.03125;1.957;2.881;3.805;4.935;6.065;2016;16;4
24/04/2016;84;3.30625;2.288;2.891;3.494;4.507;5.519;2016;16;4
24/04/2016;93;6.865625;2.509;3.681;4.852;6.474;8.097;2016;16;4
01/05/2016;11;3.825;1.8;2.724;3.647;5.236;6.825;2016;17;5
01/05/2016;24;2.3375;1.731;2.365;2.998;4.44;5.881;2016;17;5
01/05/2016;27;2.3375;1.65;2.331;3.011;5.037;7.063;2016;17;5
01/05/2016;28;3.815625;2.228;3.14;4.053;6.211;8.369;2016;17;5
01/05/2016;32;4.7125;1.663;2.884;4.106;6.237;8.369;2016;17;5
01/05/2016;44;3.8925;1.678;2.417;3.157;4.215;5.273;2016;17;5
01/05/2016;52;2.4;1.425;2.27;3.114;4.426;5.738;2016;17;5
01/05/2016;53;3.753125;2.213;3.289;4.365;6.494;8.622;2016;17;5
01/05/2016;75;2.743589744;2.19;2.909;3.627;4.9;6.173;2016;17;5
01/05/2016;76;3.065384615;1.743;2.776;3.81;4.823;5.836;2016;17;5
01/05/2016;84;2.81875;1.378;2.431;3.484;5.505;7.525;2016;17;5
01/05/2016;93;7.73125;2.384;3.594;4.804;6.904;9.003;2016;17;5
08/05/2016;11;2.2;1.8;2.724;3.647;5.236;6.825;2016;18;5
08/05/2016;24;2.275;1.731;2.365;2.998;4.44;5.881;2016;18;5
08/05/2016;27;4.5;1.65;2.331;3.011;5.037;7.063;2016;18;5
08/05/2016;28;4.1;2.228;3.14;4.053;6.211;8.369;2016;18;5
08/05/2016;32;3.125;1.663;2.884;4.106;6.237;8.369;2016;18;5
08/05/2016;44;2.32;1.678;2.417;3.157;4.215;5.273;2016;18;5
08/05/2016;52;3.225;1.425;2.27;3.114;4.426;5.738;2016;18;5
08/05/2016;53;4.79375;2.213;3.289;4.365;6.494;8.622;2016;18;5
08/05/2016;75;2.553846154;2.19;2.909;3.627;4.9;6.173;2016;18;5
08/05/2016;76;5.5875;1.743;2.776;3.81;4.823;5.836;2016;18;5
08/05/2016;84;5.965625;1.378;2.431;3.484;5.505;7.525;2016;18;5
08/05/2016;93;4.015625;2.384;3.594;4.804;6.904;9.003;2016;18;5
15/05/2016;11;2.7125;1.8;2.724;3.647;5.236;6.825;2016;19;5
15/05/2016;24;2.9375;1.731;2.365;2.998;4.44;5.881;2016;19;5
15/05/2016;27;2.4;1.65;2.331;3.011;5.037;7.063;2016;19;5
15/05/2016;28;3.77;2.228;3.14;4.053;6.211;8.369;2016;19;5
15/05/2016;32;4.39375;1.663;2.884;4.106;6.237;8.369;2016;19;5
15/05/2016;44;2.784210526;1.678;2.417;3.157;4.215;5.273;2016;19;5
15/05/2016;52;2.6125;1.425;2.27;3.114;4.426;5.738;2016;19;5
15/05/2016;53;3.696875;2.213;3.289;4.365;6.494;8.622;2016;19;5
15/05/2016;75;4.730769231;2.19;2.909;3.627;4.9;6.173;2016;19;5
15/05/2016;76;4.596428571;1.743;2.776;3.81;4.823;5.836;2016;19;5
15/05/2016;84;2.571875;1.378;2.431;3.484;5.505;7.525;2016;19;5
15/05/2016;93;5.35625;2.384;3.594;4.804;6.904;9.003;2016;19;5
22/05/2016;11;4.35;1.8;2.724;3.647;5.236;6.825;2016;20;5
22/05/2016;24;3.85;1.731;2.365;2.998;4.44;5.881;2016;20;5
22/05/2016;27;3.3;1.65;2.331;3.011;5.037;7.063;2016;20;5
22/05/2016;28;5.23;2.228;3.14;4.053;6.211;8.369;2016;20;5
22/05/2016;32;3.16875;1.663;2.884;4.106;6.237;8.369;2016;20;5
22/05/2016;44;3.665789474;1.678;2.417;3.157;4.215;5.273;2016;20;5
22/05/2016;52;4.1;1.425;2.27;3.114;4.426;5.738;2016;20;5
22/05/2016;53;5.022580645;2.213;3.289;4.365;6.494;8.622;2016;20;5
22/05/2016;75;4.420512821;2.19;2.909;3.627;4.9;6.173;2016;20;5
22/05/2016;76;5.835714286;1.743;2.776;3.81;4.823;5.836;2016;20;5
22/05/2016;84;3.840625;1.378;2.431;3.484;5.505;7.525;2016;20;5
22/05/2016;93;7.609677419;2.384;3.594;4.804;6.904;9.003;2016;20;5
29/05/2016;11;3.9875;1.8;2.724;3.647;5.236;6.825;2016;21;5
29/05/2016;24;3.6125;1.731;2.365;2.998;4.44;5.881;2016;21;5
29/05/2016;27;3.6875;1.65;2.331;3.011;5.037;7.063;2016;21;5
29/05/2016;28;4.575;2.228;3.14;4.053;6.211;8.369;2016;21;5
29/05/2016;32;4.1625;1.663;2.884;4.106;6.237;8.369;2016;21;5
29/05/2016;44;3.6375;1.678;2.417;3.157;4.215;5.273;2016;21;5
29/05/2016;52;2.8375;1.425;2.27;3.114;4.426;5.738;2016;21;5
29/05/2016;53;4.415625;2.213;3.289;4.365;6.494;8.622;2016;21;5
29/05/2016;75;4.135;2.19;2.909;3.627;4.9;6.173;2016;21;5
29/05/2016;76;5.153703704;1.743;2.776;3.81;4.823;5.836;2016;21;5
29/05/2016;84;3.4625;1.378;2.431;3.484;5.505;7.525;2016;21;5
29/05/2016;93;9.003125;2.384;3.594;4.804;6.904;9.003;2016;21;5
05/06/2016;11;4.6125;1.625;2.482;3.339;4.932;6.525;2016;22;6
05/06/2016;24;4.475;1.863;2.412;2.961;3.796;4.631;2016;22;6
05/06/2016;27;4.7375;1.65;2.204;2.759;3.748;4.738;2016;22;6
05/06/2016;28;6.7375;2.1;2.996;3.893;5.601;7.309;2016;22;6
05/06/2016;32;5.75;1.775;2.745;3.715;4.923;6.131;2016;22;6
05/06/2016;44;3.1025;1.635;2.158;2.681;3.137;3.593;2016;22;6
05/06/2016;52;5.0875;1.625;2.36;3.094;4.091;5.088;2016;22;6
05/06/2016;53;5.825;2.563;3.211;3.859;4.842;5.825;2016;22;6
05/06/2016;75;5.4425;2.32;2.821;3.322;4.382;5.443;2016;22;6
05/06/2016;76;5.538461538;2.2;2.689;3.177;4.36;5.543;2016;22;6
05/06/2016;84;2.628125;1.674;2.288;2.902;3.964;5.025;2016;22;6
05/06/2016;93;6.50625;2.675;3.26;3.844;5.553;7.263;2016;22;6
12/06/2016;11;3.3125;1.625;2.482;3.339;4.932;6.525;2016;23;6
12/06/2016;24;2.44375;1.863;2.412;2.961;3.796;4.631;2016;23;6
12/06/2016;27;2.685714286;1.65;2.204;2.759;3.748;4.738;2016;23;6
12/06/2016;28;2.5;2.1;2.996;3.893;5.601;7.309;2016;23;6
12/06/2016;32;3.20625;1.775;2.745;3.715;4.923;6.131;2016;23;6
12/06/2016;44;2.171794872;1.635;2.158;2.681;3.137;3.593;2016;23;6
12/06/2016;52;2.05;1.625;2.36;3.094;4.091;5.088;2016;23;6
12/06/2016;53;3.071875;2.563;3.211;3.859;4.842;5.825;2016;23;6
12/06/2016;75;2.32;2.32;2.821;3.322;4.382;5.443;2016;23;6
12/06/2016;76;2.476785714;2.2;2.689;3.177;4.36;5.543;2016;23;6
12/06/2016;84;3.103125;1.674;2.288;2.902;3.964;5.025;2016;23;6
12/06/2016;93;4.1;2.675;3.26;3.844;5.553;7.263;2016;23;6
19/06/2016;11;3.3875;1.625;2.482;3.339;4.932;6.525;2016;24;6
19/06/2016;24;2.98125;1.863;2.412;2.961;3.796;4.631;2016;24;6
19/06/2016;27;3.575;1.65;2.204;2.759;3.748;4.738;2016;24;6
19/06/2016;28;3.93125;2.1;2.996;3.893;5.601;7.309;2016;24;6
19/06/2016;32;2.8875;1.775;2.745;3.715;4.923;6.131;2016;24;6
19/06/2016;44;3.0775;1.635;2.158;2.681;3.137;3.593;2016;24;6
19/06/2016;52;2.1;1.625;2.36;3.094;4.091;5.088;2016;24;6
19/06/2016;53;3.484375;2.563;3.211;3.859;4.842;5.825;2016;24;6
19/06/2016;75;3.4025;2.32;2.821;3.322;4.382;5.443;2016;24;6
19/06/2016;76;2.448214286;2.2;2.689;3.177;4.36;5.543;2016;24;6
19/06/2016;84;2.525;1.674;2.288;2.902;3.964;5.025;2016;24;6
19/06/2016;93;4.122580645;2.675;3.26;3.844;5.553;7.263;2016;24;6
26/06/2016;11;2.4625;1.625;2.482;3.339;4.932;6.525;2016;25;6
26/06/2016;24;2.835714286;1.863;2.412;2.961;3.796;4.631;2016;25;6
26/06/2016;27;2.5;1.65;2.204;2.759;3.748;4.738;2016;25;6
26/06/2016;28;2.98;2.1;2.996;3.893;5.601;7.309;2016;25;6
26/06/2016;32;2.9;1.775;2.745;3.715;4.923;6.131;2016;25;6
26/06/2016;44;2.44;1.635;2.158;2.681;3.137;3.593;2016;25;6
26/06/2016;52;3.885714286;1.625;2.36;3.094;4.091;5.088;2016;25;6
26/06/2016;53;3.757142857;2.563;3.211;3.859;4.842;5.825;2016;25;6
26/06/2016;75;3.76;2.32;2.821;3.322;4.382;5.443;2016;25;6
26/06/2016;76;3.31;2.2;2.689;3.177;4.36;5.543;2016;25;6
26/06/2016;84;3.606896552;1.674;2.288;2.902;3.964;5.025;2016;25;6
26/06/2016;93;3.326923077;2.675;3.26;3.844;5.553;7.263;2016;25;6
03/07/2016;11;4.6375;1.5;2.309;3.117;3.877;4.638;2016;26;7
03/07/2016;24;4.08125;1.35;2.126;2.902;3.614;4.325;2016;26;7
03/07/2016;27;2.45;1.438;2.14;2.843;3.934;5.025;2016;26;7
03/07/2016;28;5.177419355;1.806;2.745;3.684;4.633;5.581;2016;26;7
03/07/2016;32;4.1625;1.6;2.534;3.468;4.353;5.238;2016;26;7
03/07/2016;44;3.345;1.362;1.976;2.591;3.606;4.62;2016;26;7
03/07/2016;52;4.1375;1.25;2.232;3.214;3.945;4.675;2016;26;7
03/07/2016;53;5.446875;2.193;3.06;3.927;4.868;5.809;2016;26;7
03/07/2016;75;3.682051282;2.085;2.74;3.396;4.071;4.745;2016;26;7
03/07/2016;76;2.346428571;2.153;2.635;3.118;3.818;4.518;2016;26;7
03/07/2016;84;2.190322581;1.594;2.187;2.781;3.743;4.706;2016;26;7
03/07/2016;93;2.7125;2.513;3.009;3.505;5.443;7.381;2016;26;7
10/07/2016;11;1.5;1.5;2.309;3.117;3.877;4.638;2016;27;7
10/07/2016;24;1.4125;1.35;2.126;2.902;3.614;4.325;2016;27;7
10/07/2016;27;1.95;1.438;2.14;2.843;3.934;5.025;2016;27;7
10/07/2016;28;1.80625;1.806;2.745;3.684;4.633;5.581;2016;27;7
10/07/2016;32;1.7375;1.6;2.534;3.468;4.353;5.238;2016;27;7
10/07/2016;44;1.361538462;1.362;1.976;2.591;3.606;4.62;2016;27;7
10/07/2016;52;2.7875;1.25;2.232;3.214;3.945;4.675;2016;27;7
10/07/2016;53;2.31875;2.193;3.06;3.927;4.868;5.809;2016;27;7
10/07/2016;75;2.084615385;2.085;2.74;3.396;4.071;4.745;2016;27;7
10/07/2016;76;2.372222222;2.153;2.635;3.118;3.818;4.518;2016;27;7
10/07/2016;84;2.546875;1.594;2.187;2.781;3.743;4.706;2016;27;7
10/07/2016;93;2.825;2.513;3.009;3.505;5.443;7.381;2016;27;7
17/07/2016;11;4.0125;1.5;2.309;3.117;3.877;4.638;2016;28;7
17/07/2016;24;3.23125;1.35;2.126;2.902;3.614;4.325;2016;28;7
17/07/2016;27;2.0375;1.438;2.14;2.843;3.934;5.025;2016;28;7
17/07/2016;28;5.58125;1.806;2.745;3.684;4.633;5.581;2016;28;7
17/07/2016;32;5.2375;1.6;2.534;3.468;4.353;5.238;2016;28;7
17/07/2016;44;3.24;1.362;1.976;2.591;3.606;4.62;2016;28;7
17/07/2016;52;3.55;1.25;2.232;3.214;3.945;4.675;2016;28;7
17/07/2016;53;5.4375;2.193;3.06;3.927;4.868;5.809;2016;28;7
17/07/2016;75;3.165;2.085;2.74;3.396;4.071;4.745;2016;28;7
17/07/2016;76;2.985714286;2.153;2.635;3.118;3.818;4.518;2016;28;7
17/07/2016;84;1.840625;1.594;2.187;2.781;3.743;4.706;2016;28;7
17/07/2016;93;2.73125;2.513;3.009;3.505;5.443;7.381;2016;28;7
24/07/2016;11;2.7125;1.5;2.309;3.117;3.877;4.638;2016;29;7
24/07/2016;24;3.7125;1.35;2.126;2.902;3.614;4.325;2016;29;7
24/07/2016;27;2.1375;1.438;2.14;2.843;3.934;5.025;2016;29;7
24/07/2016;28;4.353125;1.806;2.745;3.684;4.633;5.581;2016;29;7
24/07/2016;32;2.75;1.6;2.534;3.468;4.353;5.238;2016;29;7
24/07/2016;44;1.6325;1.362;1.976;2.591;3.606;4.62;2016;29;7
24/07/2016;52;3.9125;1.25;2.232;3.214;3.945;4.675;2016;29;7
24/07/2016;53;3.9;2.193;3.06;3.927;4.868;5.809;2016;29;7
24/07/2016;75;3.355;2.085;2.74;3.396;4.071;4.745;2016;29;7
24/07/2016;76;3.360714286;2.153;2.635;3.118;3.818;4.518;2016;29;7
24/07/2016;84;2.159375;1.594;2.187;2.781;3.743;4.706;2016;29;7
24/07/2016;93;3.575;2.513;3.009;3.505;5.443;7.381;2016;29;7
31/07/2016;11;3.4625;1.5;2.309;3.117;3.877;4.638;2016;30;7
31/07/2016;24;2.26875;1.35;2.126;2.902;3.614;4.325;2016;30;7
31/07/2016;27;3.6375;1.438;2.14;2.843;3.934;5.025;2016;30;7
31/07/2016;28;3.265625;1.806;2.745;3.684;4.633;5.581;2016;30;7
31/07/2016;32;2.84375;1.6;2.534;3.468;4.353;5.238;2016;30;7
31/07/2016;44;2.33;1.362;1.976;2.591;3.606;4.62;2016;30;7
31/07/2016;52;2.4;1.25;2.232;3.214;3.945;4.675;2016;30;7
31/07/2016;53;3.21875;2.193;3.06;3.927;4.868;5.809;2016;30;7
31/07/2016;75;3.410526316;2.085;2.74;3.396;4.071;4.745;2016;30;7
31/07/2016;76;3.296428571;2.153;2.635;3.118;3.818;4.518;2016;30;7
31/07/2016;84;3.39375;1.594;2.187;2.781;3.743;4.706;2016;30;7
31/07/2016;93;3.41875;2.513;3.009;3.505;5.443;7.381;2016;30;7
07/08/2016;11;4.825;1.425;2.408;3.391;4.739;6.088;2016;31;8
07/08/2016;24;3.58125;2.056;2.554;3.051;4.288;5.525;2016;31;8
07/08/2016;27;2.9375;1.563;2.125;2.688;3.657;4.625;2016;31;8
07/08/2016;28;5.965625;1.956;3.177;4.398;6.433;8.469;2016;31;8
07/08/2016;32;4.09375;1.488;2.469;3.451;4.588;5.725;2016;31;8
07/08/2016;44;3.134210526;1.32;1.913;2.505;3.15;3.795;2016;31;8
07/08/2016;52;4.4625;1.5;2.405;3.31;4.768;6.225;2016;31;8
07/08/2016;53;5.9875;2.213;3.463;4.713;7.389;10.066;2016;31;8
07/08/2016;75;2.8875;2.059;2.659;3.258;4.347;5.435;2016;31;8
07/08/2016;76;2.091071429;1.913;2.393;2.874;3.564;4.254;2016;31;8
07/08/2016;84;1.971875;1.838;2.319;2.801;4.015;5.228;2016;31;8
07/08/2016;93;3.0125;2.597;2.974;3.351;4.418;5.484;2016;31;8
14/08/2016;11;3.7;1.425;2.408;3.391;4.739;6.088;2016;32;8
14/08/2016;24;2.89375;2.056;2.554;3.051;4.288;5.525;2016;32;8
14/08/2016;27;2.8125;1.563;2.125;2.688;3.657;4.625;2016;32;8
14/08/2016;28;4.964516129;1.956;3.177;4.398;6.433;8.469;2016;32;8
14/08/2016;32;5.15625;1.488;2.469;3.451;4.588;5.725;2016;32;8
14/08/2016;44;3.187179487;1.32;1.913;2.505;3.15;3.795;2016;32;8
14/08/2016;52;2.8;1.5;2.405;3.31;4.768;6.225;2016;32;8
14/08/2016;53;3.634375;2.213;3.463;4.713;7.389;10.066;2016;32;8
14/08/2016;75;3.305128205;2.059;2.659;3.258;4.347;5.435;2016;32;8
14/08/2016;76;3.430188679;1.913;2.393;2.874;3.564;4.254;2016;32;8
14/08/2016;84;2.540625;1.838;2.319;2.801;4.015;5.228;2016;32;8
14/08/2016;93;3.009375;2.597;2.974;3.351;4.418;5.484;2016;32;8
21/08/2016;11;3.2625;1.425;2.408;3.391;4.739;6.088;2016;33;8
21/08/2016;24;2.25625;2.056;2.554;3.051;4.288;5.525;2016;33;8
21/08/2016;27;1.65;1.563;2.125;2.688;3.657;4.625;2016;33;8
21/08/2016;28;4.509677419;1.956;3.177;4.398;6.433;8.469;2016;33;8
21/08/2016;32;2.5375;1.488;2.469;3.451;4.588;5.725;2016;33;8
21/08/2016;44;2.278378378;1.32;1.913;2.505;3.15;3.795;2016;33;8
21/08/2016;52;3.15;1.5;2.405;3.31;4.768;6.225;2016;33;8
21/08/2016;53;5.728125;2.213;3.463;4.713;7.389;10.066;2016;33;8
21/08/2016;75;2.610526316;2.059;2.659;3.258;4.347;5.435;2016;33;8
21/08/2016;76;2.346428571;1.913;2.393;2.874;3.564;4.254;2016;33;8
21/08/2016;84;1.928125;1.838;2.319;2.801;4.015;5.228;2016;33;8
21/08/2016;93;2.890625;2.597;2.974;3.351;4.418;5.484;2016;33;8
28/08/2016;11;1.475;1.425;2.408;3.391;4.739;6.088;2016;34;8
28/08/2016;24;2.0875;2.056;2.554;3.051;4.288;5.525;2016;34;8
28/08/2016;27;2.15;1.563;2.125;2.688;3.657;4.625;2016;34;8
28/08/2016;28;1.95625;1.956;3.177;4.398;6.433;8.469;2016;34;8
28/08/2016;32;2.20625;1.488;2.469;3.451;4.588;5.725;2016;34;8
28/08/2016;44;1.73;1.32;1.913;2.505;3.15;3.795;2016;34;8
28/08/2016;52;2.3875;1.5;2.405;3.31;4.768;6.225;2016;34;8
28/08/2016;53;2.2125;2.213;3.463;4.713;7.389;10.066;2016;34;8
28/08/2016;75;2.2725;2.059;2.659;3.258;4.347;5.435;2016;34;8
28/08/2016;76;3.010714286;1.913;2.393;2.874;3.564;4.254;2016;34;8
28/08/2016;84;2.171875;1.838;2.319;2.801;4.015;5.228;2016;34;8
28/08/2016;93;2.953125;2.597;2.974;3.351;4.418;5.484;2016;34;8
04/09/2016;11;1.175;0.65;1.914;3.179;4.371;5.563;2016;35;9
04/09/2016;24;1.3625;1.194;2.121;3.049;4.496;5.944;2016;35;9
04/09/2016;27;2.2;1.15;2.128;3.107;5.303;7.5;2016;35;9
04/09/2016;28;2.45;1.78;2.976;4.172;5.526;6.881;2016;35;9
04/09/2016;32;2.925;1.263;2.338;3.414;4.579;5.744;2016;35;9
04/09/2016;44;1.6325;1.313;2.051;2.79;4.438;6.085;2016;35;9
04/09/2016;52;2.075;1.313;2.182;3.052;4.782;6.513;2016;35;9
04/09/2016;53;2.878125;2.459;3.35;4.24;5.42;6.6;2016;35;9
04/09/2016;75;2.471794872;1.865;2.668;3.472;5.7;7.929;2016;35;9
04/09/2016;76;2.1125;1.816;2.54;3.263;4.484;5.704;2016;35;9
04/09/2016;84;1.375;1.172;2.076;2.98;5.667;8.353;2016;35;9
04/09/2016;93;2.690625;2.625;3.29;3.955;6.287;8.619;2016;35;9
11/09/2016;11;1.3875;0.65;1.914;3.179;4.371;5.563;2016;36;9
11/09/2016;24;2.4;1.194;2.121;3.049;4.496;5.944;2016;36;9
11/09/2016;27;3.6125;1.15;2.128;3.107;5.303;7.5;2016;36;9
11/09/2016;28;1.7796875;1.78;2.976;4.172;5.526;6.881;2016;36;9
11/09/2016;32;1.29375;1.263;2.338;3.414;4.579;5.744;2016;36;9
11/09/2016;44;2.0075;1.313;2.051;2.79;4.438;6.085;2016;36;9
11/09/2016;52;1.9375;1.313;2.182;3.052;4.782;6.513;2016;36;9
11/09/2016;53;2.65625;2.459;3.35;4.24;5.42;6.6;2016;36;9
11/09/2016;75;2.658974359;1.865;2.668;3.472;5.7;7.929;2016;36;9
11/09/2016;76;3.739285714;1.816;2.54;3.263;4.484;5.704;2016;36;9
11/09/2016;84;4.3375;1.172;2.076;2.98;5.667;8.353;2016;36;9
11/09/2016;93;3.790625;2.625;3.29;3.955;6.287;8.619;2016;36;9
18/09/2016;11;2.625;0.65;1.914;3.179;4.371;5.563;2016;37;9
18/09/2016;24;4.390625;1.194;2.121;3.049;4.496;5.944;2016;37;9
18/09/2016;27;2.5875;1.15;2.128;3.107;5.303;7.5;2016;37;9
18/09/2016;28;3.961290323;1.78;2.976;4.172;5.526;6.881;2016;37;9
18/09/2016;32;3.03125;1.263;2.338;3.414;4.579;5.744;2016;37;9
18/09/2016;44;2.8675;1.313;2.051;2.79;4.438;6.085;2016;37;9
18/09/2016;52;3.4625;1.313;2.182;3.052;4.782;6.513;2016;37;9
18/09/2016;53;2.8375;2.459;3.35;4.24;5.42;6.6;2016;37;9
18/09/2016;75;4.262162162;1.865;2.668;3.472;5.7;7.929;2016;37;9
18/09/2016;76;5.121428571;1.816;2.54;3.263;4.484;5.704;2016;37;9
18/09/2016;84;4.265517241;1.172;2.076;2.98;5.667;8.353;2016;37;9
18/09/2016;93;3.678125;2.625;3.29;3.955;6.287;8.619;2016;37;9
25/09/2016;11;0.65;0.65;1.914;3.179;4.371;5.563;2016;38;9
25/09/2016;24;1.5625;1.194;2.121;3.049;4.496;5.944;2016;38;9
25/09/2016;27;3.0625;1.15;2.128;3.107;5.303;7.5;2016;38;9
25/09/2016;28;1.9;1.78;2.976;4.172;5.526;6.881;2016;38;9
25/09/2016;32;1.3875;1.263;2.338;3.414;4.579;5.744;2016;38;9
25/09/2016;44;1.7475;1.313;2.051;2.79;4.438;6.085;2016;38;9
25/09/2016;52;1.3875;1.313;2.182;3.052;4.782;6.513;2016;38;9
25/09/2016;53;2.459375;2.459;3.35;4.24;5.42;6.6;2016;38;9
25/09/2016;75;1.933333333;1.865;2.668;3.472;5.7;7.929;2016;38;9
25/09/2016;76;2.228571429;1.816;2.54;3.263;4.484;5.704;2016;38;9
25/09/2016;84;2.10625;1.172;2.076;2.98;5.667;8.353;2016;38;9
25/09/2016;93;3.70625;2.625;3.29;3.955;6.287;8.619;2016;38;9
02/10/2016;11;1.825;0.888;1.967;3.046;5.098;7.15;2016;39;10
02/10/2016;24;1.7375;0.706;1.8;2.893;4.55;6.206;2016;39;10
02/10/2016;27;2.325;0.65;1.611;2.572;4.661;6.75;2016;39;10
02/10/2016;28;4.221875;1.75;2.91;4.07;5.76;7.45;2016;39;10
02/10/2016;32;2.74375;1.563;2.4;3.237;4.668;6.1;2016;39;10
02/10/2016;44;1.225;1.225;1.875;2.524;3.924;5.323;2016;39;10
02/10/2016;52;2.9875;1.2;2.078;2.957;4.672;6.388;2016;39;10
02/10/2016;53;4.171875;2.294;3.299;4.304;6.094;7.883;2016;39;10
02/10/2016;75;1.87;1.615;2.259;2.903;4.5;6.097;2016;39;10
02/10/2016;76;2.596428571;1.309;2.069;2.829;3.754;4.679;2016;39;10
02/10/2016;84;2.246875;1.378;2.006;2.633;3.803;4.972;2016;39;10
02/10/2016;93;3;2.213;3.25;4.288;6.732;9.175;2016;39;10
09/10/2016;11;5.1875;0.888;1.967;3.046;5.098;7.15;2016;40;10
09/10/2016;24;3.64375;0.706;1.8;2.893;4.55;6.206;2016;40;10
09/10/2016;27;3.5;0.65;1.611;2.572;4.661;6.75;2016;40;10
09/10/2016;28;3.80625;1.75;2.91;4.07;5.76;7.45;2016;40;10
09/10/2016;32;3.975;1.563;2.4;3.237;4.668;6.1;2016;40;10
09/10/2016;44;2.66;1.225;1.875;2.524;3.924;5.323;2016;40;10
09/10/2016;52;2.971428571;1.2;2.078;2.957;4.672;6.388;2016;40;10
09/10/2016;53;2.89375;2.294;3.299;4.304;6.094;7.883;2016;40;10
09/10/2016;75;2.3725;1.615;2.259;2.903;4.5;6.097;2016;40;10
09/10/2016;76;1.889285714;1.309;2.069;2.829;3.754;4.679;2016;40;10
09/10/2016;84;1.83125;1.378;2.006;2.633;3.803;4.972;2016;40;10
09/10/2016;93;2.433333333;2.213;3.25;4.288;6.732;9.175;2016;40;10
16/10/2016;11;4.5;0.888;1.967;3.046;5.098;7.15;2016;41;10
16/10/2016;24;4.625;0.706;1.8;2.893;4.55;6.206;2016;41;10
16/10/2016;27;2.8875;0.65;1.611;2.572;4.661;6.75;2016;41;10
16/10/2016;28;4.846875;1.75;2.91;4.07;5.76;7.45;2016;41;10
16/10/2016;32;5.125;1.563;2.4;3.237;4.668;6.1;2016;41;10
16/10/2016;44;2.7675;1.225;1.875;2.524;3.924;5.323;2016;41;10
16/10/2016;52;4.85;1.2;2.078;2.957;4.672;6.388;2016;41;10
16/10/2016;53;5.790625;2.294;3.299;4.304;6.094;7.883;2016;41;10
16/10/2016;75;3.015384615;1.615;2.259;2.903;4.5;6.097;2016;41;10
16/10/2016;76;3.607142857;1.309;2.069;2.829;3.754;4.679;2016;41;10
16/10/2016;84;2.153125;1.378;2.006;2.633;3.803;4.972;2016;41;10
16/10/2016;93;9.175;2.213;3.25;4.288;6.732;9.175;2016;41;10
23/10/2016;11;2.3;0.888;1.967;3.046;5.098;7.15;2016;42;10
23/10/2016;24;1.59375;0.706;1.8;2.893;4.55;6.206;2016;42;10
23/10/2016;27;1.525;0.65;1.611;2.572;4.661;6.75;2016;42;10
23/10/2016;28;2.909375;1.75;2.91;4.07;5.76;7.45;2016;42;10
23/10/2016;32;2.19375;1.563;2.4;3.237;4.668;6.1;2016;42;10
23/10/2016;44;2.0625;1.225;1.875;2.524;3.924;5.323;2016;42;10
23/10/2016;52;1.3875;1.2;2.078;2.957;4.672;6.388;2016;42;10
23/10/2016;53;3.14375;2.294;3.299;4.304;6.094;7.883;2016;42;10
23/10/2016;75;2.1125;1.615;2.259;2.903;4.5;6.097;2016;42;10
23/10/2016;76;2.4375;1.309;2.069;2.829;3.754;4.679;2016;42;10
23/10/2016;84;2.65;1.378;2.006;2.633;3.803;4.972;2016;42;10
23/10/2016;93;3.041666667;2.213;3.25;4.288;6.732;9.175;2016;42;10
30/10/2016;11;0.8875;0.888;1.967;3.046;5.098;7.15;2016;43;10
