region,aaaammjj,annee,mois,joursem,jour,temp,humidite,nebulosite,nebulosite2,rafale_periode,vitesse_vent,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h
11,2015-01-01,2015,1,3,1,0.40000000000001995,84.25,30.625,30.625,3.5875000000000004,1.85,0.0,0.0,0.0,0.0,0.0
11,2015-01-02,2015,1,4,2,4.062500000000021,88.375,73.75,73.75,6.125,3.2625,0.0,0.2,0.4,0.8,1.2000000000000002
11,2015-01-03,2015,1,5,3,6.925000000000026,93.125,92.0625,97.625,9.275,4.5625,0.8,3.0,6.0,10.4,12.2
11,2015-01-04,2015,1,6,4,4.325000000000024,83.75,72.5,72.5,4.05,2.2625,0.2,1.2,2.4,6.4,21.8
11,2015-01-05,2015,1,0,5,-0.3874999999999744,95.25,77.125,77.125,2.3875,1.1375,0.0,0.0,0.0,0.0,0.0
11,2015-01-06,2015,1,1,6,0.8625000000000185,95.375,100.25,100.25,4.525,2.35,0.0,0.0,0.0,0.0,0.0
11,2015-01-07,2015,1,2,7,2.587500000000013,96.75,94.125,94.125,3.9875,2.1375,0.0,0.0,0.0,0.0,0.0
11,2015-01-08,2015,1,3,8,8.200000000000024,90.125,80.0,80.0,9.6375,5.2625,1.0,2.8,5.6,9.2,9.2
11,2015-01-09,2015,1,4,9,10.412500000000023,88.125,96.25,96.25,11.3375,6.0,1.0,1.2,2.4000000000000004,6.4,19.2
11,2015-01-10,2015,1,5,10,12.03750000000003,84.125,93.75,93.75,13.6375,7.15,1.8,1.8,3.6,4.0,7.2
11,2015-01-11,2015,1,6,11,6.3625000000000185,75.25,60.0,60.0,8.1375,4.6875,0.0,0.0,0.0,3.6,10.8
11,2015-01-12,2015,1,0,12,7.100000000000023,79.375,89.375,89.375,10.7625,5.8125,0.0,0.0,0.0,0.0,0.0
11,2015-01-13,2015,1,1,13,8.85000000000003,82.375,78.75,78.75,11.725,6.1,0.0,1.2,2.4,3.4,3.4
11,2015-01-14,2015,1,2,14,6.800000000000033,80.0,87.5,87.5,11.275,5.525,0.4,3.0,6.0,12.2,19.2
11,2015-01-15,2015,1,3,15,9.112500000000026,79.0,100.0,100.0,15.6,7.4,1.0,1.8,3.6,6.4,16.8
11,2015-01-16,2015,1,4,16,5.9875000000000185,85.25,92.5,92.5,4.875,2.7875,0.0,2.0,2.4000000000000004,5.2,12.2
11,2015-01-17,2015,1,5,17,2.462500000000013,90.5,55.625,55.625,4.225,1.9625,0.0,0.0,1.6,4.800000000000001,12.4
11,2015-01-18,2015,1,6,18,2.650000000000027,82.25,82.5,85.625,5.4125,3.1,0.0,0.0,0.0,0.0,0.0
11,2015-01-19,2015,1,0,19,2.075000000000017,83.5,93.125,93.125,4.1625,2.4625,0.0,0.4,0.8,1.6,2.0
11,2015-01-20,2015,1,1,20,-0.4999999999999787,92.5,82.5,82.5,2.2375,1.3,0.0,0.0,0.0,0.0,1.2000000000000002
11,2015-01-21,2015,1,2,21,0.587500000000027,83.375,85.625,85.625,4.6875,2.575,0.0,0.0,0.0,0.0,0.0
11,2015-01-22,2015,1,3,22,-0.3624999999999829,85.875,61.25,70.625,6.3625,2.95,0.0,0.0,0.0,0.0,0.0
11,2015-01-23,2015,1,4,23,-0.04999999999997584,81.75,80.0,80.0,5.575,3.1625,0.0,0.0,0.0,0.0,0.0
11,2015-01-24,2015,1,5,24,1.9125000000000298,82.5,77.8125,77.8125,8.4875,4.3,0.4,3.4,6.8,13.6,17.8
11,2015-01-25,2015,1,6,25,2.0000000000000213,84.625,67.5,67.5,4.175,2.3875,0.0,0.0,0.0,0.0,9.4
11,2015-01-26,2015,1,0,26,6.450000000000024,89.375,98.75,98.75,7.0,4.0375,0.4,1.0,1.6,2.4000000000000004,2.6
11,2015-01-27,2015,1,1,27,4.750000000000021,83.625,72.5,72.5,4.475,2.3625,0.0,0.0,0.4,1.6,5.4
11,2015-01-28,2015,1,2,28,5.900000000000027,85.75,98.75,98.75,9.275,4.7625,0.4,1.2000000000000002,2.4,2.8,2.8
11,2015-01-29,2015,1,3,29,4.550000000000033,85.875,92.5,92.5,11.3875,5.925,1.6,3.0,5.199999999999999,9.600000000000001,15.2
11,2015-01-30,2015,1,4,30,2.0000000000000213,86.25,67.5,70.625,9.2875,4.55,1.5999999999999999,4.0,8.8,20.4,35.4
11,2015-01-31,2015,1,5,31,2.8625000000000185,86.125,83.125,83.125,7.2125,3.8625,0.2,4.0,8.0,11.8,29.4
11,2015-02-01,2015,2,6,1,3.075000000000017,85.375,90.625,90.625,9.237499999999999,5.0375,1.0,1.8,3.6,10.799999999999999,26.4
11,2015-02-02,2015,2,0,2,1.8000000000000256,79.875,92.5,92.5,5.5625,2.5,1.2,3.8000000000000003,7.6,15.8,24.6
11,2015-02-03,2015,2,1,3,0.3000000000000185,75.875,79.6875,81.875,4.725,2.225,0.0,0.0,0.0,0.0,8.6
11,2015-02-04,2015,2,2,4,1.4125000000000227,74.875,65.0,65.0,9.1125,5.0625,0.0,0.0,0.0,0.0,0.0
11,2015-02-05,2015,2,3,5,1.025000000000034,76.25,63.125,63.125,10.925,6.2125,0.0,0.2,0.4,0.4,0.4
11,2015-02-06,2015,2,4,6,-0.42499999999996874,68.5,38.75,38.75,13.1875,8.1125,0.0,0.0,0.0,0.4,1.2000000000000002
11,2015-02-07,2015,2,5,7,1.3000000000000185,60.75,15.625,15.625,10.675,6.1,0.0,0.0,0.0,0.0,0.0
11,2015-02-08,2015,2,6,8,4.987500000000026,76.5,83.125,83.125,10.275,5.6625,0.0,0.0,0.0,0.0,0.0
11,2015-02-09,2015,2,0,9,1.6125000000000185,89.0,65.625,65.625,4.9875,2.65,0.0,0.0,0.0,0.0,0.0
11,2015-02-10,2015,2,1,10,3.962500000000027,81.75,100.0,100.0,6.050000000000001,3.75,0.0,0.0,0.0,0.0,0.0
11,2015-02-11,2015,2,2,11,4.075000000000031,77.375,13.75,13.75,4.5875,2.65,0.0,0.0,0.0,0.0,0.0
11,2015-02-12,2015,2,3,12,0.5625000000000142,91.125,21.375,21.375,2.0,1.1625,0.0,0.0,0.0,0.0,0.0
11,2015-02-13,2015,2,4,13,5.625000000000021,82.25,45.625,45.625,8.425,4.4625,0.6,1.8,2.8,2.8,2.8
11,2015-02-14,2015,2,5,14,6.575000000000024,91.625,87.5,87.5,6.85,3.7,1.2000000000000002,8.200000000000001,12.8,23.6,33.8
11,2015-02-15,2015,2,6,15,6.28750000000003,88.375,93.75,93.75,4.475,2.7875,0.0,0.0,4.4,13.6,43.4
11,2015-02-16,2015,2,0,16,3.637500000000017,94.375,68.125,68.125,3.725,2.2125,0.0,0.0,0.0,0.0,0.0
11,2015-02-17,2015,2,1,17,5.500000000000028,87.375,86.25,86.25,7.025,3.9875,0.0,0.0,0.0,0.0,0.0
11,2015-02-18,2015,2,2,18,3.0500000000000256,91.25,73.25,73.25,3.675,1.4,0.0,0.0,0.0,0.0,0.0
11,2015-02-19,2015,2,3,19,3.2000000000000313,84.25,73.125,73.125,4.9875,2.7125,0.0,0.0,0.0,0.0,0.0
11,2015-02-20,2015,2,4,20,6.4875000000000185,85.75,97.5,97.5,11.15,6.1875,3.6,8.2,14.4,19.4,21.0
11,2015-02-21,2015,2,5,21,3.4375000000000213,89.5,75.625,75.625,6.7875,3.725,0.0,5.2,12.4,33.4,78.8
11,2015-02-22,2015,2,6,22,3.1750000000000256,79.375,38.75,38.75,6.9375,3.9375,0.0,0.0,0.0,0.8,7.4
11,2015-02-23,2015,2,0,23,6.51250000000001,84.75,81.875,81.875,10.55,5.225,5.6,11.200000000000001,22.4,40.8,59.4
11,2015-02-24,2015,2,1,24,4.28750000000003,83.25,46.875,46.875,8.3125,4.65,0.0,0.2,0.4,4.4,30.599999999999998
11,2015-02-25,2015,2,2,25,4.862500000000026,93.625,86.25,86.25,4.075,2.3375,1.4,1.8,3.6,6.4,7.800000000000001
11,2015-02-26,2015,2,3,26,8.475000000000023,96.25,93.75,93.75,5.1875,3.0374999999999996,0.4,3.1999999999999997,5.0,6.800000000000001,13.6
11,2015-02-27,2015,2,4,27,5.850000000000016,64.5,41.25,41.25,9.25,4.875,0.0,0.0,2.8,11.2,29.2
11,2015-02-28,2015,2,5,28,4.5500000000000185,77.25,60.625,60.625,7.775,3.9625,0.0,0.0,0.0,0.0,0.0
11,2015-03-01,2015,3,6,1,10.075000000000024,81.75,92.5,92.5,10.0,5.575,2.2,4.4,8.0,15.2,28.6
11,2015-03-02,2015,3,0,2,7.675000000000026,70.25,66.875,66.875,12.1625,5.4,2.2,2.6,6.0,12.8,25.8
11,2015-03-03,2015,3,1,3,5.650000000000027,78.125,72.5,72.5,6.5625,4.0625,0.0,2.0,4.0,4.0,5.6
11,2015-03-04,2015,3,2,4,4.6125000000000185,75.0,26.875,26.875,6.975,4.2875,0.0,0.0,0.0,4.0,12.0
11,2015-03-05,2015,3,3,5,5.800000000000011,70.0,15.0,15.0,4.85,2.0625,0.0,0.0,0.0,0.0,0.0
11,2015-03-06,2015,3,4,6,5.075000000000024,72.875,21.25,21.25,2.725,0.95,0.0,0.0,0.0,0.0,0.0
11,2015-03-07,2015,3,5,7,6.600000000000016,70.75,60.625,60.625,3.075,1.8375,0.0,0.0,0.0,0.0,0.0
11,2015-03-08,2015,3,6,8,9.275000000000027,64.125,76.25,77.5,3.25,1.8625,0.0,0.0,0.0,0.0,0.0
11,2015-03-09,2015,3,0,9,9.212500000000027,85.375,95.0,95.0,4.0875,2.1875,0.0,0.0,0.0,0.0,0.0
11,2015-03-10,2015,3,1,10,9.550000000000018,89.5,87.5,87.5,3.85,2.05,0.0,0.0,0.0,0.0,0.0
11,2015-03-11,2015,3,2,11,9.012500000000024,67.5,58.75,58.75,5.125,2.9125,0.0,0.0,0.0,0.0,0.0
11,2015-03-12,2015,3,3,12,8.27500000000002,49.75,36.25,36.25,5.4,3.35,0.0,0.0,0.0,0.0,0.0
11,2015-03-13,2015,3,4,13,7.037500000000016,57.75,85.0,85.0,3.825,2.075,0.0,0.0,0.0,0.0,0.0
11,2015-03-14,2015,3,5,14,6.462500000000027,60.125,75.0,75.0,7.3375,4.5625,0.0,0.0,0.0,0.0,0.0
11,2015-03-15,2015,3,6,15,5.987500000000026,79.0,96.25,96.25,6.6625,3.8,0.0,0.0,0.0,0.0,0.0
11,2015-03-16,2015,3,0,16,7.587500000000021,69.25,42.5,42.5,4.125,1.9875,0.0,0.0,0.0,0.0,0.0
11,2015-03-17,2015,3,1,17,9.58750000000002,63.375,7.5,7.5,2.9875,1.075,0.0,0.0,0.0,0.0,0.0
11,2015-03-18,2015,3,2,18,10.95714285714288,67.71428571428571,84.64285714285714,84.64285714285714,8.1,4.828571428571428,0.0,0.0,0.0,0.0,0.0
11,2015-03-19,2015,3,3,19,6.512500000000024,78.75,90.625,90.625,8.9125,5.2125,0.0,0.0,0.0,0.0,0.0
11,2015-03-20,2015,3,4,20,7.58750000000002,79.125,62.5,62.5,7.4875,4.45,0.0,0.0,0.0,0.0,0.0
11,2015-03-21,2015,3,5,21,5.950000000000017,79.5,68.75,68.75,8.4875,3.825,0.0,0.0,0.0,0.0,0.0
11,2015-03-22,2015,3,6,22,7.475000000000023,69.625,75.625,75.625,10.275,6.175,0.0,0.0,0.0,0.0,0.0
11,2015-03-23,2015,3,0,23,7.4375000000000355,64.625,8.75,8.75,4.3125,1.8875,0.0,0.0,0.0,0.0,0.0
11,2015-03-24,2015,3,1,24,6.325000000000017,77.25,97.5,97.5,4.525,2.45,3.3,8.7,15.399999999999999,17.0,17.0
11,2015-03-25,2015,3,2,25,5.725000000000023,75.75,78.125,78.125,7.6875,3.8,0.0,1.5999999999999999,5.2,24.2,65.2
11,2015-03-26,2015,3,3,26,4.362500000000033,88.0,58.125,58.125,6.637499999999999,3.925,0.2,1.6,3.2,4.800000000000001,5.0
11,2015-03-27,2015,3,4,27,7.412500000000023,74.125,56.875,56.875,5.6125,2.9875,0.0,0.0,0.0,1.6,8.0
11,2015-03-28,2015,3,5,28,10.537500000000023,86.125,97.5,97.5,8.5625,5.025,0.4,1.0,2.0,4.0,6.0
11,2015-03-29,2015,3,6,29,11.300000000000026,88.5,96.25,96.25,13.45,7.487500000000001,2.2,5.6,10.2,16.8,22.799999999999997
11,2015-03-30,2015,3,0,30,11.050000000000026,75.75,90.625,90.625,10.9125,6.125,3.5,6.7,14.4,32.0,72.7
11,2015-03-31,2015,3,1,31,11.77500000000002,65.0,81.875,81.875,17.675,9.8125,0.0,1.0,2.0,4.4,9.7
11,2015-04-01,2015,4,2,1,8.300000000000018,61.375,83.75,83.75,11.525,6.225,0.0,0.6000000000000001,1.2,2.4,7.0
11,2015-04-02,2015,4,3,2,8.612500000000026,85.0,98.75,98.75,7.9875,4.2375,0.4,1.4000000000000001,2.6,4.199999999999999,5.2
11,2015-04-03,2015,4,4,3,8.612500000000026,92.75,98.75,98.75,4.3625,2.2375,2.6,10.1,16.8,23.8,29.4
11,2015-04-04,2015,4,5,4,8.400000000000027,84.875,85.0,85.0,7.375,4.3875,0.2,1.0,5.6,22.0,63.6
11,2015-04-05,2015,4,6,5,6.112500000000026,66.625,30.625,30.625,8.325,4.9,0.0,0.0,0.0,0.0,2.8
11,2015-04-06,2015,4,0,6,7.937500000000028,62.25,35.0,35.0,6.5375000000000005,3.6875,0.0,0.0,0.0,0.0,0.0
11,2015-04-07,2015,4,1,7,9.675000000000018,54.625,26.875,26.875,5.0875,2.65,0.0,0.0,0.0,0.0,0.0
11,2015-04-08,2015,4,2,8,10.71250000000002,54.625,44.375,44.375,3.5625,1.5625,0.0,0.0,0.0,0.0,0.0
11,2015-04-09,2015,4,3,9,12.90000000000002,51.125,37.5,37.5,3.0125,1.3375,0.0,0.0,0.0,0.0,0.0
11,2015-04-10,2015,4,4,10,13.650000000000027,53.5,63.125,63.125,5.1625,3.0375,0.0,0.0,0.0,0.0,0.0
11,2015-04-11,2015,4,5,11,11.950000000000024,78.125,92.5,92.5,8.5375,4.3,0.0,0.8,1.4,1.4,1.4
11,2015-04-12,2015,4,6,12,11.33750000000002,78.625,47.8125,47.8125,4.375,2.3375000000000004,0.0,0.0,0.2,1.8,5.0
11,2015-04-13,2015,4,0,13,13.625000000000021,67.625,31.25,31.25,3.3375,1.175,0.0,0.0,0.0,0.0,0.0
11,2015-04-14,2015,4,1,14,16.512500000000017,60.0,36.875,36.875,2.7125,1.2125,0.0,0.0,0.0,0.0,0.0
11,2015-04-15,2015,4,2,15,17.862500000000026,53.5,25.9375,25.9375,3.0375,1.1125,0.0,0.0,0.0,0.0,0.0
11,2015-04-16,2015,4,3,16,16.512500000000017,55.125,78.125,78.125,3.175,1.275,0.0,0.0,0.0,0.0,0.0
11,2015-04-17,2015,4,4,17,15.462500000000027,61.625,85.625,85.625,6.8625,3.7,0.0,0.0,0.0,0.0,0.0
11,2015-04-18,2015,4,5,18,12.175000000000026,46.25,51.25,51.25,11.425,6.9,0.0,0.0,0.0,0.0,0.0
11,2015-04-19,2015,4,6,19,12.012500000000024,45.625,2.5,2.5,9.8,5.9,0.0,0.0,0.0,0.0,0.0
11,2015-04-20,2015,4,0,20,14.21250000000002,46.5,13.75,13.75,7.025,4.35,0.0,0.0,0.0,0.0,0.0
11,2015-04-21,2015,4,1,21,15.450000000000024,50.25,7.5,7.5,7.2125,4.2125,0.0,0.0,0.0,0.0,0.0
11,2015-04-22,2015,4,2,22,14.787500000000016,54.625,2.5,2.5,9.25,5.5125,0.0,0.0,0.0,0.0,0.0
11,2015-04-23,2015,4,3,23,13.725000000000016,53.375,0.0,0.0,5.8125,2.8625,0.0,0.0,0.0,0.0,0.0
11,2015-04-24,2015,4,4,24,12.850000000000016,76.0,47.5,47.5,4.45,2.675,0.0,0.0,0.0,0.0,0.0
11,2015-04-25,2015,4,5,25,14.300000000000018,81.75,90.0,90.0,5.5,2.85,0.6000000000000001,3.0,4.6,6.6,8.6
11,2015-04-26,2015,4,6,26,12.750000000000021,88.25,88.125,88.125,4.7875,2.1125,2.7,7.7,16.8,28.1,38.1
11,2015-04-27,2015,4,0,27,11.125000000000028,68.75,87.5,87.5,11.1,5.9375,0.0,0.0,0.0,8.1,38.9
11,2015-04-28,2015,4,1,28,9.02500000000002,63.375,56.25,56.25,6.225,3.2,0.0,0.0,0.0,0.0,0.0
11,2015-04-29,2015,4,2,29,9.912500000000023,68.625,90.0,90.0,6.525,3.3375,0.2,0.2,0.2,0.2,0.2
11,2015-04-30,2015,4,3,30,9.312500000000014,93.875,93.75,93.75,5.4125,3.1375,7.6,23.4,40.7,63.3,72.7
11,2015-05-01,2015,5,4,1,9.112500000000018,95.75,100.0,100.0,6.7375,4.4125,2.7,9.7,25.3,67.3,172.2
11,2015-05-02,2015,5,5,2,10.850000000000023,96.125,100.0,100.0,4.0375,1.8375,1.4,6.4,10.8,15.6,35.5
11,2015-05-03,2015,5,6,3,15.237500000000018,88.25,86.25,86.25,8.25,4.225,2.2,5.8,14.0,35.6,66.6
11,2015-05-04,2015,5,0,4,14.887500000000017,84.5,76.25,76.25,5.4,2.7125,0.4,4.2,7.8,8.2,25.0
11,2015-05-05,2015,5,1,5,16.38750000000001,67.625,51.25,51.25,12.85,6.425,0.2,2.0,4.6000000000000005,16.6,38.2
11,2015-05-06,2015,5,2,6,11.987500000000026,71.0,41.25,41.25,10.799999999999999,6.0375000000000005,0.0,1.0,1.4,1.8,5.0
11,2015-05-07,2015,5,3,7,12.125000000000021,68.0,49.375,49.375,5.175,2.45,0.0,0.0,0.6,2.2,6.2
11,2015-05-08,2015,5,4,8,14.262500000000031,71.5,77.1875,77.1875,3.5625,1.9375,0.2,0.2,0.4,0.8,1.0
11,2015-05-09,2015,5,5,9,16.100000000000023,67.625,66.875,66.875,9.0375,5.1375,0.0,0.0,0.0,0.0,0.6000000000000001
11,2015-05-10,2015,5,6,10,16.137500000000024,71.625,33.75,33.75,4.5875,2.1125,0.0,0.0,0.0,0.0,0.0
11,2015-05-11,2015,5,0,11,19.475000000000016,67.375,86.25,86.25,3.1625,1.3,0.0,0.0,0.0,0.0,0.0
11,2015-05-12,2015,5,1,12,17.40000000000002,68.125,90.0,90.0,5.725,2.9875,0.0,0.0,0.0,0.0,0.0
11,2015-05-13,2015,5,2,13,15.800000000000033,60.75,64.375,64.375,4.9,2.5,0.0,0.0,0.0,0.0,0.0
11,2015-05-14,2015,5,3,14,13.612500000000026,76.375,88.75,88.75,6.15,3.2125,0.8,8.4,16.599999999999998,23.2,23.2
11,2015-05-15,2015,5,4,15,12.187500000000028,77.125,79.0625,79.0625,7.35,3.9,0.0,0.0,0.2,10.4,44.0
11,2015-05-16,2015,5,5,16,12.062500000000028,79.125,57.1875,57.1875,6.1125,3.1,0.0,0.0,0.0,0.0,0.0
11,2015-05-17,2015,5,6,17,13.27500000000002,64.5,28.4375,28.4375,5.2125,2.7375,0.0,0.0,0.0,0.0,0.0
11,2015-05-18,2015,5,0,18,13.650000000000027,71.375,60.3125,60.3125,7.1125,3.9,0.0,1.4,1.4,1.4,1.4
11,2015-05-19,2015,5,1,19,9.412500000000023,79.25,46.875,46.875,9.525,4.4,2.4000000000000004,3.6,7.6,11.0,16.6
11,2015-05-20,2015,5,2,20,10.362500000000026,68.75,33.75,33.75,6.225,3.475,0.0,1.4,3.8,10.8,25.2
11,2015-05-21,2015,5,3,21,12.037500000000023,67.0,36.25,36.25,5.375,2.825,0.0,0.0,0.0,2.4,5.3999999999999995
11,2015-05-22,2015,5,4,22,13.687500000000014,67.375,24.0625,24.0625,4.8125,2.175,0.0,0.0,0.0,0.0,0.0
11,2015-05-23,2015,5,5,23,16.425000000000026,71.75,73.75,73.75,6.7375,3.7,0.0,0.0,0.0,0.0,0.0
11,2015-05-24,2015,5,6,24,16.61250000000002,64.125,65.0,65.0,6.0625,3.0125,0.0,0.0,0.0,0.0,0.0
11,2015-05-25,2015,5,0,25,15.700000000000024,71.25,89.6875,89.6875,7.4750000000000005,4.025,0.2,0.8,1.6,3.2,5.4
11,2015-05-26,2015,5,1,26,14.837500000000034,59.375,78.125,78.125,6.825,3.15,0.0,0.0,0.0,0.0,1.0
11,2015-05-27,2015,5,2,27,15.450000000000024,62.875,40.625,40.625,4.35,1.9125,0.0,0.0,0.0,0.0,0.0
11,2015-05-28,2015,5,3,28,15.46250000000002,67.75,71.875,71.875,5.875,3.2875,0.0,0.0,0.0,0.0,0.0
11,2015-05-29,2015,5,4,29,14.762500000000024,63.375,78.75,78.75,7.8500000000000005,4.15,0.0,0.0,0.0,0.0,0.0
11,2015-05-30,2015,5,5,30,14.200000000000024,64.125,83.75,83.75,6.8,3.3874999999999997,0.6000000000000001,0.8,1.6,3.2,6.0
11,2015-05-31,2015,5,6,31,14.675000000000026,82.625,91.25,91.25,8.9125,4.85,0.6000000000000001,1.7999999999999998,2.4,3.6,4.0
11,2015-06-01,2015,6,0,1,13.600000000000023,64.625,70.0,70.0,6.375,3.2125000000000004,0.0,1.4,4.0,9.2,21.8
11,2015-06-02,2015,6,1,2,17.587500000000027,64.375,71.25,71.25,12.075,6.65,0.0,0.0,0.0,0.0,0.0
11,2015-06-03,2015,6,2,3,17.85000000000003,65.0,63.75,63.75,6.9125,3.3249999999999997,0.0,0.8,1.6,3.2,4.0
11,2015-06-04,2015,6,3,4,19.175000000000026,58.875,3.125,3.125,5.2375,3.1125,0.0,0.0,0.0,0.0,2.4000000000000004
11,2015-06-05,2015,6,4,5,23.937500000000014,62.625,29.6875,29.6875,6.9875,3.5125,0.0,0.0,0.0,0.0,0.0
11,2015-06-06,2015,6,5,6,17.675000000000026,54.5,16.875,16.875,8.0375,4.075,0.0,0.0,0.0,0.0,0.0
11,2015-06-07,2015,6,6,7,16.662500000000023,53.0,46.875,46.875,8.375,4.4125,0.0,0.0,0.0,0.0,0.0
11,2015-06-08,2015,6,0,8,15.83750000000002,52.5,11.25,11.25,11.8125,7.0875,0.0,0.0,0.0,0.0,0.0
11,2015-06-09,2015,6,1,9,15.187500000000036,57.875,51.25,51.25,13.1125,7.6875,0.0,0.0,0.0,0.0,0.0
11,2015-06-10,2015,6,2,10,17.675000000000026,55.0,68.125,68.125,10.7875,6.2,0.0,0.0,0.0,0.0,0.0
11,2015-06-11,2015,6,3,11,22.400000000000034,60.375,53.75,53.75,7.225,3.9,0.0,0.0,0.0,0.0,0.0
11,2015-06-12,2015,6,4,12,21.987500000000026,67.375,71.5625,71.5625,7.6375,4.2625,0.0,0.0,0.0,0.0,0.0
11,2015-06-13,2015,6,5,13,20.21250000000002,60.375,71.875,71.875,6.3,3.5625,0.0,0.0,0.0,0.0,0.0
11,2015-06-14,2015,6,6,14,19.637500000000017,56.375,79.375,79.375,7.975,4.3375,0.0,0.0,0.0,0.0,0.0
11,2015-06-15,2015,6,0,15,17.387500000000017,71.5,88.125,88.125,8.0125,4.25,0.0,0.0,0.0,0.0,0.0
11,2015-06-16,2015,6,1,16,17.087500000000027,54.375,27.8125,27.8125,9.2125,4.925,0.0,0.0,0.0,0.0,0.0
11,2015-06-17,2015,6,2,17,18.837500000000013,54.625,25.9375,25.9375,6.575,3.05,0.0,0.0,0.0,0.0,0.0
11,2015-06-18,2015,6,3,18,18.425000000000026,75.875,96.25,96.25,7.7375,4.5125,0.0,0.0,0.0,0.0,0.0
11,2015-06-19,2015,6,4,19,16.96250000000002,62.125,38.75,38.75,6.8625,4.0125,0.0,0.0,0.0,0.0,0.0
11,2015-06-20,2015,6,5,20,16.81250000000002,66.875,71.25,71.25,5.4375,2.9875,0.0,0.0,0.0,0.0,0.0
11,2015-06-21,2015,6,6,21,19.100000000000023,67.0,84.375,84.375,7.3125,4.0625,0.0,0.0,0.0,0.0,0.0
11,2015-06-22,2015,6,0,22,14.16250000000003,80.125,78.125,78.125,8.0625,4.75,0.8,3.4,6.8,7.199999999999999,7.199999999999999
11,2015-06-23,2015,6,1,23,14.637500000000017,67.875,44.0625,44.0625,6.8875,3.375,0.0,0.2,0.4,7.2,21.0
11,2015-06-24,2015,6,2,24,17.575000000000024,60.875,38.125,38.125,3.225,0.9125,0.0,0.0,0.0,0.0,0.6000000000000001
11,2015-06-25,2015,6,3,25,21.86250000000002,51.5,81.25,81.25,3.6125,1.4375,0.0,0.0,0.0,0.0,0.0
11,2015-06-26,2015,6,4,26,24.425000000000026,48.25,68.75,68.75,5.4,3.0375,0.0,0.0,0.0,0.0,0.0
11,2015-06-27,2015,6,5,27,20.86250000000002,54.875,66.5625,66.5625,8.4125,3.8,0.0,0.0,0.0,0.0,0.0
11,2015-06-28,2015,6,6,28,22.56250000000002,47.625,41.875,41.875,5.625,2.875,0.0,0.0,0.0,0.0,0.0
11,2015-06-29,2015,6,0,29,22.925000000000033,46.25,68.75,68.75,6.375,2.55,0.0,0.0,0.0,0.0,0.0
11,2015-06-30,2015,6,1,30,25.775000000000013,42.625,0.0,0.0,5.15,3.1125,0.0,0.0,0.0,0.0,0.0
11,2015-07-01,2015,7,2,1,29.825000000000017,41.875,14.375,14.375,5.6875,2.8000000000000003,0.0,0.0,0.0,0.0,0.0
11,2015-07-02,2015,7,3,2,26.725000000000016,57.125,48.75,48.75,7.675,3.3,0.0,0.0,0.0,0.0,0.0
11,2015-07-03,2015,7,4,3,26.850000000000023,57.0,44.375,44.375,7.5125,3.9625,0.0,0.0,0.0,0.0,0.0
11,2015-07-04,2015,7,5,4,27.575000000000024,56.375,43.75,43.75,5.2375,2.2125,0.0,0.0,0.0,0.0,0.0
11,2015-07-05,2015,7,6,5,22.100000000000023,59.375,65.625,65.625,7.3125,4.1499999999999995,0.0,0.0,0.0,0.0,0.0
11,2015-07-06,2015,7,0,6,22.96250000000002,51.375,11.25,11.25,4.425,1.9,0.0,0.0,0.0,0.0,0.0
11,2015-07-07,2015,7,1,7,22.56250000000003,56.875,57.5,57.5,6.8375,3.5875,0.0,2.4,2.4,2.4,2.4
11,2015-07-08,2015,7,2,8,17.750000000000014,62.125,81.25,81.25,10.625,6.0125,0.0,0.0,2.4,7.199999999999999,16.8
11,2015-07-09,2015,7,3,9,18.13750000000003,56.5,23.125,23.125,7.275,4.0625,0.0,0.0,0.0,0.0,0.0
11,2015-07-10,2015,7,4,10,20.97500000000003,41.125,0.0,0.0,5.85,2.9625,0.0,0.0,0.0,0.0,0.0
11,2015-07-11,2015,7,5,11,21.662500000000023,50.0,21.25,21.25,6.9875,4.0125,0.0,0.0,0.0,0.0,0.0
11,2015-07-12,2015,7,6,12,19.350000000000023,60.5,66.875,66.875,5.45,2.8000000000000003,0.0,0.0,0.0,0.0,0.0
11,2015-07-13,2015,7,0,13,22.025000000000034,59.625,77.5,77.5,7.05,4.0375,0.0,0.0,0.0,0.0,0.0
11,2015-07-14,2015,7,1,14,21.350000000000023,63.875,46.875,46.875,5.575,2.9375,0.0,0.0,0.0,0.0,0.0
11,2015-07-15,2015,7,2,15,24.16250000000003,58.375,18.75,18.75,5.025,2.25,0.0,0.0,0.0,0.0,0.0
11,2015-07-16,2015,7,3,16,27.300000000000026,51.125,21.25,21.25,6.6000000000000005,3.4875,0.0,0.0,0.0,0.0,0.0
11,2015-07-17,2015,7,4,17,24.02500000000002,62.875,32.5,32.5,8.95,5.1125,0.0,0.0,0.0,0.0,0.0
11,2015-07-18,2015,7,5,18,22.62500000000003,59.75,68.75,68.75,5.5125,1.8875,5.1,5.1,5.1,5.1,5.1
11,2015-07-19,2015,7,6,19,20.912500000000016,73.5,89.375,89.375,7.2875,3.8375,0.8,3.8,12.7,30.5,66.10000000000001
11,2015-07-20,2015,7,0,20,22.812500000000014,72.25,84.0625,84.0625,7.7875,4.35,0.0,0.0,0.0,0.0,0.0
11,2015-07-21,2015,7,1,21,23.50000000000003,70.375,43.125,43.125,5.6625,3.225,0.0,0.0,0.0,0.0,0.0
