Date;Code INSEE région;Consommation (MW);Thermique (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);Production totale (MW);temp;humidite;nebulosite;rafale_periode;vitesse_vent;pluie_3h;pluie_6h;pluie_12h;pluie_24h;year;week
2015-01-04;11;11960;323;0;1;0;5;0;127;11504;456;4.062500000000021;88.375;73.75;6.125;3.2625;0.0;0.2;0.6000000000000001;1.2000000000000002;2015;1
2015-01-04;24;3017;77;10580;13;0;51;0;41;-7746;10762;3.143750000000022;92.6875;91.59375;4.425;2.2625;4.4;8.8;14.4;14.4;2015;1
2015-01-04;27;3469;101;0;37;0;258;0;21;3052;417;-0.8124999999999787;97.0;100.125;4.325;2.6125;0.5;1.1;2.0;2.0;2015;1
2015-01-04;28;4311;414;10476;43;0;16;0;57;-6695;11006;7.590625000000021;84.25;89.21875;7.884375;4.8625;1.3;3.0;6.6000000000000005;9.2;2015;1
2015-01-04;32;7224;726;5507;458;0;2;0;105;425;6798;6.912500000000023;81.9375;77.8125;9.4875;5.75625;0.8;2.0;4.4;7.800000000000001;2015;1
2015-01-04;44;6677;1668;12228;381;0;1381;0;78;-9059;15736;1.250000000000027;93.025;97.55;5.86;3.505;7.6;15.3;28.4;30.8;2015;1
2015-01-04;52;4266;678;0;10;0;4;0;37;3537;729;7.487500000000018;95.125;93.75;4.425;2.225;2.7;5.5;10.3;11.1;2015;1
2015-01-04;53;3408;106;0;9;0;17;-54;35;3297;113;10.231250000000028;84.9375;85.875;8.290625;4.609375;5.0;10.2;20.3;30.8;2015;1
2015-01-04;75;7554;125;5754;69;0;885;0;163;559;6996;3.3525000000000205;86.45;93.8625;4.404999999999999;2.875;2.3000000000000003;4.5;6.1000000000000005;6.1000000000000005;2015;1
2015-01-04;76;6842;65;2617;494;0;3286;0;66;314;6528;3.566071428571452;65.03571428571429;97.30357142857144;3.542857142857143;1.925;0.0;0.0;0.0;0.0;2015;1
2015-01-04;84;9897;209;11568;116;0;5863;-3;92;-7948;17845;1.6718750000000266;71.03125;80.078125;5.115625;2.271875;-0.3;-0.3;-0.3;-0.3;2015;1
2015-01-04;93;6709;1310;0;28;0;1725;0;70;3576;3133;6.521875000000021;68.40625;44.6875;4.275;3.071875;0.0;0.0;0.0;0.0;2015;1
2015-01-11;11;14150;1267;0;3;0;5;0;129;12745;1404;0.8625000000000185;95.375;100.25;4.525;2.35;0.0;0.0;-0.1;-0.5;2015;2
2015-01-11;24;3468;81;11604;96;0;61;0;38;-8412;11880;1.3500000000000298;98.6875;84.15625;3.16875;1.8375;0.5;0.3999999999999999;0.2999999999999999;0.2999999999999999;2015;2
2015-01-11;27;3982;148;0;50;0;304;0;21;3458;523;-2.0499999999999687;98.875;100.875;3.0875;1.5375;0.0;0.0;0.0;0.0;2015;2
2015-01-11;28;4860;443;10390;117;0;16;0;51;-6157;11017;4.468750000000025;91.78125;91.296875;6.4;3.984375;0.9;2.0;4.1;5.2;2015;2
2015-01-11;32;8814;1291;5508;513;0;2;0;104;1395;7418;1.1500000000000234;96.8125;96.6875;6.0125;3.875;-0.5;-0.6000000000000001;-0.9;-1.1;2015;2
2015-01-11;44;7946;2605;12219;228;0;1593;0;78;-8777;16723;-1.379487179487158;92.4102564102564;80.21794871794872;3.5025641025641026;1.5743589743589743;0.1;0.2;0.6000000000000001;0.6000000000000001;2015;2
2015-01-11;52;4714;1749;0;49;0;5;0;45;2867;1848;6.90000000000002;95.125;94.375;4.7125;2.9875;2.1;4.4;4.199999999999999;5.4;2015;2
2015-01-11;53;3723;105;0;41;0;16;-1;36;3527;197;8.50937500000002;84.0625;75.78125;7.0125;4.1;3.5000000000000004;7.2;13.7;17.7;2015;2
2015-01-11;75;7348;130;5743;60;0;889;0;134;392;6956;5.4775000000000205;94.85;95.3125;3.7425;1.9975;1.2;2.6;4.9;4.8;2015;2
2015-01-11;76;6804;64;2605;439;0;3395;0;73;228;6576;4.469642857142884;78.89285714285714;98.33035714285714;3.4017857142857144;1.9464285714285716;2.775557561562892e-17;-0.0999999999999999;-0.1999999999999999;-0.1999999999999999;2015;2
2015-01-11;84;11108;666;12113;88;0;6100;-3;94;-7952;19058;1.2937500000000224;77.0;76.640625;4.684375;2.0;-0.2;-0.2;-0.2;-0.2;2015;2
2015-01-11;93;7022;2199;0;2;0;2108;0;60;2652;4369;6.040625000000018;63.5;40.3125;4.9875;2.8875;0.2;0.4;0.8;1.0;2015;2
2015-01-18;11;12461;780;0;17;0;3;0;116;11544;916;7.100000000000023;79.375;89.375;10.7625;5.8125;0.0;0.0;-0.1;-0.5;2015;3
2015-01-18;24;3207;80;11396;603;0;61;0;43;-8976;12183;5.718750000000021;77.875;76.40625;7.86875;4.35625;0.0;0.0;0.0;8.9;2015;3
2015-01-18;27;3563;108;0;233;0;331;0;19;2873;691;3.262500000000024;83.25;90.0;6.1625;3.9875;0.0;0.0;0.0;3.2;2015;3
2015-01-18;28;4369;430;9075;467;0;16;0;67;-5685;10055;9.531250000000025;80.40625;98.28125;14.865625;9.38125;3.1;5.4;6.2;7.4;2015;3
2015-01-18;32;8248;795;5498;1744;0;2;0;125;84;8164;8.687500000000025;78.25;98.4375;14.425;8.4;0.0;2.6;7.8;18.7;2015;3
2015-01-18;44;7215;1294;12118;1737;0;1578;-6;80;-9585;16801;5.507500000000023;73.325;95.375;7.6325;5.3175;0.0;0.0;0.1;35.6;2015;3
2015-01-18;52;4428;658;0;374;0;5;0;37;3356;1074;11.087500000000029;79.875;90.625;9.5625;5.175;0.0;0.0;0.0;0.8;2015;3
2015-01-18;53;3570;106;0;694;0;76;-1;37;2658;912;11.362500000000026;80.21875;93.046875;17.071875;10.034375;7.1;12.9;18.9;20.6;2015;3
2015-01-18;75;6920;142;5626;245;0;743;0;181;-16;6937;5.797500000000023;79.2;49.75;6.3475;3.8575;0.0;0.0;0.0;36.3;2015;3
2015-01-18;76;6366;64;2595;79;0;2690;0;77;860;5505;5.462500000000024;67.03571428571429;82.05357142857143;4.332142857142857;2.217857142857143;0.0;0.0;0.0;39.2;2015;3
2015-01-18;84;10362;298;13404;160;0;6187;-3;103;-9786;20149;2.9750000000000245;68.28125;58.375;4.25;1.659375;0.0;0.0;0.0;18.3;2015;3
2015-01-18;93;6568;760;0;0;0;1990;0;68;3750;2818;7.837500000000023;49.25;44.53125;6.14375;3.48125;0.0;0.0;0.0;-0.4;2015;3
2015-01-25;11;14594;1006;0;1;0;0;0;130;13457;1137;-0.3624999999999829;85.875;61.25;6.3625;2.95;0.0;0.0;0.0;0.0;2015;4
2015-01-25;24;3666;80;11643;133;0;60;0;47;-8296;11963;0.7875000000000228;87.3125;63.59375;4.05625;2.13125;-0.3;-0.4;-0.5;-0.5;2015;4
2015-01-25;27;3859;134;0;24;0;283;0;17;3401;458;2.012500000000017;85.75;100.0;4.8125;3.2375;0.0;1.0;3.8;9.4;2015;4
2015-01-25;28;5187;428;10431;54;0;15;0;46;-5787;10974;1.531250000000021;81.75;78.828125;4.7;2.7375;0.0;0.0;0.0;1.0;2015;4
2015-01-25;32;9108;1745;5461;306;0;2;0;108;1486;7622;-0.7812499999999751;88.375;46.875;5.33125;3.3125;0.0;0.0;0.0;0.0;2015;4
2015-01-25;44;7796;2899;12104;193;0;1424;-6;80;-8898;16694;1.3125000000000226;86.575;98.375;4.35;2.52;0.0;0.0;-0.2;-0.6000000000000001;2015;4
2015-01-25;52;5324;1609;0;72;0;5;0;39;3598;1725;1.0500000000000185;89.125;65.625;4.4125;2.0875;0.0;0.0;-0.2;2.3;2015;4
2015-01-25;53;4043;112;0;66;0;44;-1;35;3787;256;4.062500000000021;83.28125;67.6875;4.296875;2.390625;1.2;3.3;16.2;72.4;2015;4
2015-01-25;75;7875;163;5667;48;0;1091;0;171;736;7140;2.482500000000023;87.875;79.4625;5.825;3.2700000000000005;-0.4;-0.4;6.9;52.1;2015;4
2015-01-25;76;7085;62;2604;417;0;3276;0;74;652;6433;3.778571428571451;82.16071428571429;97.67857142857144;4.798214285714286;2.9053571428571425;0.7;2.3000000000000003;10.3;26.6;2015;4
2015-01-25;84;11151;675;12653;62;0;6662;-3;87;-8985;20136;1.6031250000000163;89.3125;93.53125;4.696875;2.015625;5.9;18.4;50.6;143.2;2015;4
2015-01-25;93;6999;2179;0;18;0;2097;0;65;2641;4359;6.906250000000028;69.46875;54.84375;6.484375;3.88125;3.8;23.0;154.1;530.5;2015;4
2015-02-01;11;12845;913;0;7;0;3;0;136;11785;1059;6.450000000000024;89.375;98.75;7.0;4.0375;0.6000000000000001;1.3;2.1;2.3;2015;5
2015-02-01;24;3359;77;11543;340;0;59;0;45;-8704;12064;4.668750000000024;91.5625;99.375;5.78125;3.16875;5.6;9.8;15.0;15.0;2015;5
2015-02-01;27;3856;155;0;84;0;266;0;24;3328;529;1.2875000000000296;97.625;100.0;4.6875;3.0125;4.2;8.4;14.2;15.8;2015;5
2015-02-01;28;4576;441;10447;162;0;17;0;67;-6557;11134;7.80000000000002;86.03125;96.875;8.984375;5.390625;0.8999999999999999;2.7;5.4;5.9;2015;5
2015-02-01;32;8011;1172;5515;800;0;2;0;105;417;7594;7.025000000000031;91.875;95.9375;8.13125;4.96875;4.0;8.2;15.7;21.3;2015;5
2015-02-01;44;7613;2924;10500;748;0;1372;0;80;-8011;15624;2.5725000000000264;95.275;100.0;5.515;3.2299999999999995;37.1;69.6;113.1;138.0;2015;5
2015-02-01;52;4598;1755;0;175;0;4;0;41;2622;1975;7.52500000000002;86.125;97.5;5.3;2.7375;0.0;0.2;0.5;0.5;2015;5
2015-02-01;53;3612;109;0;224;0;185;-1;37;3059;554;9.109375000000028;82.28125;96.71875;9.090625;5.228125;3.6;7.6;15.7;17.9;2015;5
2015-02-01;75;7933;150;5654;132;0;957;0;178;863;7071;4.360000000000025;85.825;95.4875;5.11;3.17;5.7;9.0;10.6;10.6;2015;5
2015-02-01;76;7439;61;2607;450;0;2880;0;88;1353;6086;3.7107142857143054;72.48214285714286;98.57142857142856;5.428571428571429;4.275;0.1;0.2;0.2;0.2;2015;5
2015-02-01;84;11631;664;13601;79;0;6057;-3;94;-8861;20492;2.1531250000000157;82.28125;91.1875;7.578125;3.75;6.6;13.2;16.2;16.2;2015;5
2015-02-01;93;7345;2235;0;25;0;1858;0;55;3172;4173;4.353125000000022;54.125;49.140625;4.478125;2.978125;0.0;0.0;0.0;0.0;2015;5
2015-02-08;11;14719;2223;0;9;0;0;0;129;12357;2361;-0.4249999999999687;68.5;38.75;13.1875;8.1125;0.0;0.0;0.4;1.2000000000000002;2015;6
2015-02-08;24;3844;79;11650;593;0;58;0;47;-8583;12427;-0.2249999999999836;67.625;90.625;12.25625;6.05625;-0.1;-0.3;-0.7000000000000001;-1.5;2015;6
2015-02-08;27;4131;187;0;252;0;286;0;24;3383;749;3.556703542795248e-14;66.125;100.0;13.0875;8.05;0.0;0.0;-0.2;-0.6000000000000001;2015;6
2015-02-08;28;5347;426;9149;379;0;20;0;66;-4692;10040;1.1343750000000217;68.34375;83.515625;15.678125;9.103125;-0.1;-0.5;1.6;21.7;2015;6
2015-02-08;32;9120;1914;5505;1617;0;2;0;104;-23;9142;-0.1812499999999737;72.4375;32.96875;13.1;7.7375;0.0;0.0;0.0;-0.4;2015;6
2015-02-08;44;8159;2951;10867;2035;0;1404;0;86;-9184;17343;-0.4874999999999801;65.975;89.875;11.0675;6.4325;-0.3;-0.4;-0.6000000000000001;-1.1;2015;6
2015-02-08;52;5461;1202;0;380;0;6;0;46;3828;1634;0.9750000000000228;65.25;61.25;12.0125;6.012499999999999;0.0;0.0;-0.2;-0.6000000000000001;2015;6
2015-02-08;53;4327;234;0;677;0;21;-1;34;3361;965;3.0437500000000157;68.40625;79.84375;16.371875;9.925;2.2;6.5;19.7;49.3;2015;6
2015-02-08;75;8833;151;5651;203;0;952;0;153;1723;7110;-0.427499999999975;75.9;98.0;10.17;6.154999999999999;-1.4;-1.8;-2.3000000000000003;-1.6;2015;6
2015-02-08;76;8210;58;2618;416;0;3207;-8;86;1832;6377;-0.4365384615384405;72.76923076923077;97.40384615384616;5.838461538461538;4.388461538461538;-1.4;-1.1;0.7999999999999999;5.3;2015;6
2015-02-08;84;11924;747;13474;83;0;6710;-10;98;-9179;21102;-1.2499999999999751;73.5625;98.6875;8.721875;5.13125;-1.3;-1.6;-1.8;-1.1;2015;6
2015-02-08;93;7858;1334;0;29;0;2241;0;62;4191;3666;3.400000000000025;71.4375;58.59375;6.134375;4.128125;4.1;7.3;25.9;95.6;2015;6
2015-02-15;11;13179;2004;0;0;3;0;0;129;11043;2136;1.6125000000000185;89.0;65.625;4.9875;2.65;0.0;0.0;0.0;-0.4;2015;7
2015-02-15;24;3485;81;11683;30;12;30;0;50;-8402;11886;3.012500000000024;77.1875;20.9375;3.59375;1.85625;0.0;0.0;0.0;-0.3;2015;7
2015-02-15;27;3803;152;0;14;18;274;0;18;3327;476;2.0500000000000327;71.125;100.0;4.5375;2.7625;-0.1;-0.2;-0.6000000000000001;-0.8;2015;7
2015-02-15;28;4971;421;9149;42;2;16;0;64;-4723;9694;3.3906250000000178;87.0;78.984375;4.903125;2.59375;0.2;0.4;0.6000000000000001;-0.2;2015;7
2015-02-15;32;8323;1414;5480;333;1;2;0;86;1007;7316;2.287500000000019;92.9375;75.78125;3.7875;2.3875;-0.3;-0.4;-0.4;0.4;2015;7
2015-02-15;44;7287;3011;10822;114;17;1226;0;84;-7986;15274;0.742500000000021;85.625;87.875;3.6525;1.89;-0.5;-0.6000000000000001;-0.9;2.5;2015;7
2015-02-15;52;5207;1106;0;164;13;5;0;46;3874;1334;3.525000000000034;82.375;0.0;5.325;2.7125;0.0;0.0;0.0;0.0;2015;7
2015-02-15;53;3979;105;0;47;3;21;-1;35;3769;210;4.212500000000022;85.15625;52.15625;4.315625;2.41875;0.2;0.4;0.8;0.8;2015;7
2015-02-15;75;8277;152;4846;233;102;754;0;154;2035;6241;3.3800000000000225;67.725;23.0625;7.18;4.3175;0.0;0.0;-0.1;-0.5;2015;7
2015-02-15;76;7079;61;2620;205;116;2698;0;93;1285;5793;3.7464285714285928;58.142857142857146;88.125;4.864285714285714;3.1375;0.0;0.0;0.0;0.0;2015;7
2015-02-15;84;11323;722;12878;60;50;5690;-10;95;-8162;19485;1.356250000000026;61.25;55.5625;9.428125;4.609375;0.0;0.0;0.0;-0.7000000000000001;2015;7
2015-02-15;93;6912;1349;0;7;117;2275;0;70;3095;3818;4.642187500000025;62.078125;41.640625;4.8375;2.80625;0.0;0.0;0.0;0.0;2015;7
2015-02-22;11;12449;873;0;1;8;7;0;121;11439;1010;3.2000000000000317;84.25;73.125;4.9875;2.7125;0.0;0.0;0.0;0.0;2015;8
2015-02-22;24;3399;86;11581;76;35;29;0;49;-8457;11856;1.9187500000000133;87.625;71.21875;3.49375;1.95;0.0;0.0;0.2;1.0;2015;8
2015-02-22;27;3643;146;0;23;26;135;0;18;3296;348;3.58750000000002;82.375;95.0;3.15;1.6125;0.0;0.0;-0.2;-0.6000000000000001;2015;8
2015-02-22;28;4825;428;9169;139;7;22;0;50;-4991;9815;4.2687500000000185;85.875;80.34375;9.225;5.95;9.5;15.1;16.7;17.7;2015;8
2015-02-22;32;8086;1409;5430;462;11;2;0;126;646;7440;3.1125000000000256;87.5;46.625;8.9;5.35;-0.2;-0.2;-0.2;-0.2;2015;8
2015-02-22;44;7284;2906;9582;159;22;1408;0;78;-6873;14155;1.46250000000002;84.55;82.875;4.0025;2.26;0.0;0.0;0.0;0.0;2015;8
2015-02-22;52;4844;1606;0;116;24;5;0;46;3047;1797;5.437500000000028;80.625;81.875;5.2;3.2125;0.0;0.0;0.0;0.0;2015;8
2015-02-22;53;3764;116;0;390;16;22;0;33;3188;577;6.809375000000021;80.0625;82.421875;10.290625;6.059375;18.6;31.9;36.3;36.3;2015;8
2015-02-22;75;7619;258;4848;53;299;927;0;161;1073;6546;5.225000000000016;78.825;69.9125;4.0125;2.3075;0.0;0.0;0.0;0.4;2015;8
2015-02-22;76;6145;68;2620;24;311;2725;0;93;305;5841;5.660714285714309;74.26785714285714;86.83928571428571;3.616071428571429;1.7375;0.0;0.0;0.0;0.1;2015;8
2015-02-22;84;10606;633;11558;44;148;5880;-10;93;-7739;18346;4.506250000000023;71.53125;61.484375;3.79375;1.39375;0.0;0.0;0.0;0.0;2015;8
2015-02-22;93;6416;1360;0;0;260;1761;0;63;2972;3444;7.61875000000002;58.78125;40.0;5.5;2.946875;0.0;0.0;0.0;0.0;2015;8
2015-03-01;11;12477;950;0;5;0;5;0;124;11393;1084;4.28750000000003;83.25;46.875;8.3125;4.65;0.0;0.1;4.1000000000000005;30.6;2015;9
2015-03-01;24;3194;83;11527;205;0;59;0;39;-8721;11913;5.087500000000016;79.3125;66.25;9.06875;4.4375;4.1;8.5;15.2;31.8;2015;9
2015-03-01;27;3525;151;0;89;0;248;0;23;3015;511;4.375000000000014;81.0;93.4375;6.7625;2.95;0.7000000000000001;1.5;5.800000000000001;19.4;2015;9
2015-03-01;28;4678;444;9163;275;0;20;0;62;-5287;9964;5.950000000000026;76.78125;80.625;13.084375;7.515625;6.6;13.7;35.5;90.4;2015;9
2015-03-01;32;7602;1183;5492;968;0;2;0;120;-163;7765;5.731250000000028;78.8125;57.03125;11.4125;6.5125;4.4;9.8;23.3;55.0;2015;9
2015-03-01;44;7164;2530;9437;818;0;1469;0;84;-7174;14338;4.535000000000025;79.8;88.125;6.9175;4.3375;0.8;3.7;17.599999999999998;137.0;2015;9
2015-03-01;52;4616;1742;0;251;0;4;0;45;2574;2042;6.575000000000031;75.125;51.25;8.425;4.375;1.0;2.4;6.4;26.6;2015;9
2015-03-01;53;3820;114;0;171;0;140;-1;29;3367;453;7.534375000000027;72.0;76.796875;13.50625;6.80625;9.1;20.5;50.2;134.0;2015;9
2015-03-01;75;7018;150;4736;170;0;863;0;170;930;6089;6.090000000000027;78.925;75.1875;10.575;5.43;25.1;54.9;120.6;302.3;2015;9
2015-03-01;76;6803;60;2602;678;0;3208;-8;81;182;6621;5.5375000000000245;75.35714285714286;95.89285714285714;10.960714285714284;7.851785714285714;54.9;128.9;275.9;500.1;2015;9
2015-03-01;84;10904;629;11450;259;0;6371;-9;89;-7885;18789;4.587500000000025;72.125;82.203125;7.8125;4.296875;2.8;5.8;7.7;16.5;2015;9
2015-03-01;93;6921;1401;0;40;0;2020;0;74;3386;3535;8.09062500000002;58.28125;46.5625;11.165625;8.775;0.4;0.8;1.6;2.2;2015;9
2015-03-08;11;11781;999;0;1;6;4;0;120;10652;1130;5.075000000000024;72.875;21.25;2.725;0.95;0.0;0.0;0.0;0.0;2015;10
2015-03-08;24;3086;79;11562;21;24;53;0;44;-8696;11783;5.862500000000026;68.3125;29.6875;3.16875;1.68125;0.0;0.0;0.0;0.0;2015;10
2015-03-08;27;3430;144;0;23;30;290;0;19;2924;506;5.100000000000016;61.375;75.0;5.45;3.0500000000000003;0.0;0.0;0.0;0.0;2015;10
2015-03-08;28;4597;309;9150;29;8;19;0;60;-4978;9575;4.626086956521758;75.91304347826087;73.91304347826087;3.395652173913043;1.8434782608695648;0.2;0.4;0.6000000000000001;1.4;2015;10
2015-03-08;32;7635;1249;5457;157;8;2;0;103;658;6976;6.325000000000028;79.5;74.84375;3.73125;2.1125;-0.1;-0.1;-0.1;0.3;2015;10
2015-03-08;44;6868;2513;6613;2;71;1650;0;80;-4062;10929;3.24500000000002;73.725;76.25;2.9;1.11;0.0;0.0;0.0;0.4;2015;10
2015-03-08;52;4787;1101;0;49;27;5;0;43;3562;1225;6.91250000000003;70.875;31.875;3.7625;1.6375;0.0;0.0;0.0;0.0;2015;10
2015-03-08;53;3679;108;0;162;11;17;-38;33;3386;293;7.309375000000026;71.9375;46.171875;6.225;3.6625;0.0;0.0;0.0;0.0;2015;10
2015-03-08;75;7286;136;4806;105;159;1131;0;167;782;6504;7.317500000000019;62.85;38.0;4.63;2.6725000000000003;0.0;0.0;0.0;0.0;2015;10
2015-03-08;76;6067;60;2614;292;146;3157;-8;81;-276;6342;7.92500000000002;50.08928571428572;90.35714285714286;5.369642857142857;3.207142857142857;0.0;0.0;0.0;-0.1;2015;10
2015-03-08;84;10554;680;10770;168;86;6506;-3;100;-7753;18307;5.359375000000025;56.9375;53.53125;8.690625;4.240625;0.0;0.0;0.0;-0.1;2015;10
2015-03-08;93;5931;1313;0;15;142;2148;0;74;2238;3692;7.568750000000023;45.65625;40.0;4.84375;3.0375;0.0;0.0;0.0;0.0;2015;10
2015-03-15;11;11338;679;0;1;0;5;0;118;10535;803;9.550000000000018;89.5;87.5;3.85;2.05;-0.3;-0.4;-0.5;-0.5;2015;11
2015-03-15;24;2820;77;11260;77;0;44;0;48;-8685;11506;9.37500000000002;86.1875;95.3125;3.83125;1.63125;0.8999999999999999;2.1;2.4;2.6;2015;11
2015-03-15;27;3132;134;0;31;0;316;0;19;2632;500;9.587500000000029;72.125;95.0;4.7625;2.7875;-0.1;-0.2;-0.4;-0.4;2015;11
2015-03-15;28;4070;286;9119;41;0;20;0;69;-5465;9535;9.200000000000026;83.57142857142857;93.125;4.932142857142857;2.857142857142857;0.0999999999999999;0.5;1.2000000000000002;2.6;2015;11
2015-03-15;32;7382;856;4528;386;0;2;0;97;1513;5869;9.393750000000022;80.4375;74.46875;5.425;3.30625;0.0;0.1;0.3;0.4;2015;11
2015-03-15;44;6595;2034;7288;126;0;1532;0;70;-4456;11050;6.912500000000023;86.275;89.875;3.435;1.77;1.7999999999999998;3.7;5.0;6.3;2015;11
2015-03-15;52;4011;1045;0;56;0;5;0;44;2861;1150;10.52500000000002;86.0;90.625;4.1125;2.2;-0.2;-0.3;-0.5;-0.6000000000000001;2015;11
2015-03-15;53;3242;110;0;74;0;13;-1;39;3007;235;9.734375000000025;90.4375;99.5625;5.509375;3.153125;5.4;10.9;17.6;22.4;2015;11
2015-03-15;75;5976;136;4691;78;0;1083;0;153;-165;6141;9.810000000000022;81.25;89.5625;3.725;1.9775;-0.4;-0.5;-0.5;-0.5;2015;11
2015-03-15;76;5147;56;2573;140;0;2555;0;83;-260;5407;9.714285714285731;72.25;96.58928571428572;3.625;1.6982142857142857;0.4;0.8;1.6;2.3000000000000003;2015;11
2015-03-15;84;9467;599;11605;128;0;5919;-3;101;-8882;18349;8.434375000000024;64.90625;73.375;4.934375;2.234375;0.0;0.0;0.0;0.0;2015;11
2015-03-15;93;6115;1288;0;6;0;1776;0;79;2966;3149;10.025000000000022;68.09375;51.25;4.85625;2.575;0.0;0.0;0.0;0.0;2015;11
2015-03-22;11;11294;1062;0;1;11;6;0;110;10104;1190;7.587500000000021;69.25;42.5;4.125;1.9875;0.0;0.0;0.0;0.0;2015;12
2015-03-22;24;3022;79;11456;25;25;14;0;51;-8629;11650;6.90000000000002;75.9375;85.46875;3.5875;1.925;-0.1;-0.1;-0.1;-0.1;2015;12
2015-03-22;27;3110;173;0;15;28;253;0;23;2618;492;7.712500000000027;63.75;96.875;3.875;1.9375;0.0;0.0;0.0;0.0;2015;12
2015-03-22;28;4323;304;9162;12;6;21;0;62;-5245;9567;6.318750000000021;81.0625;97.8125;3.709375;2.075;1.7000000000000002;3.9;8.700000000000001;19.9;2015;12
2015-03-22;32;7356;1240;4565;66;27;2;0;126;1331;6026;6.331250000000011;78.0;54.84375;3.8125;2.36875;-0.1;-0.1;0.5;2.0;2015;12
2015-03-22;44;6447;2871;7437;145;69;1441;0;67;-5583;12030;5.27000000000002;74.9;84.7875;4.8475;1.4525;0.0;0.0;0.0;0.0;2015;12
2015-03-22;52;4496;1068;0;45;55;4;0;45;3278;1217;7.737500000000011;71.25;60.625;3.7125;1.9125;0.0;0.0;0.0;0.0;2015;12
2015-03-22;53;3639;110;0;8;11;122;-1;36;3353;286;6.878125000000024;78.90625;98.125;4.275;2.25625;0.1;0.0;0.1;1.3;2015;12
2015-03-22;75;6502;198;4741;54;97;863;0;171;378;6124;7.465789473684231;76.94736842105263;86.84210526315789;4.689473684210526;2.710526315789474;3.2;4.8;4.699999999999999;4.6;2015;12
2015-03-22;76;5570;60;2600;92;120;2631;-8;82;-7;5577;7.11428571428574;80.73214285714286;79.66071428571429;6.151785714285714;2.6160714285714284;23.8;56.3;165.5;432.5;2015;12
2015-03-22;84;9493;777;11655;84;113;4385;-4;94;-7612;17104;7.765625000000025;69.5625;60.0;5.4609375;1.975;0.1;1.3;3.0;16.0;2015;12
2015-03-22;93;5874;1095;0;0;130;1588;0;48;3012;2861;9.756250000000025;66.53125;67.03125;9.6625;6.071875;13.6;25.0;42.4;109.2;2015;12
2015-03-29;11;11606;790;0;6;15;7;0;117;10671;935;4.362500000000033;88.0;58.125;6.637499999999999;3.925;1.4;3.0;4.5;4.6000000000000005;2015;13
2015-03-29;24;3187;75;10260;357;38;53;0;52;-7649;10835;5.156250000000021;88.6875;70.9375;6.0125;3.31875;3.0;6.5;9.3;9.3;2015;13
2015-03-29;27;3230;179;0;19;60;73;0;24;2876;355;6.562500000000028;69.875;100.0;6.2;3.275;-0.2;-0.3;-0.2;7.5;2015;13
2015-03-29;28;4583;305;9137;438;7;22;0;60;-5387;9969;6.6233333333333535;84.46666666666667;70.83333333333333;9.91;6.04;13.6;27.3;54.3;68.7;2015;13
2015-03-29;32;7683;1493;4560;1171;22;2;0;113;322;7361;4.556250000000016;90.375;75.0;7.61875;4.6375;5.6;11.2;18.6;30.1;2015;13
2015-03-29;44;6453;2309;7411;153;92;1378;0;72;-4961;11415;5.587500000000024;80.95;95.0625;8.002500000000001;3.94;5.7;13.0;28.6;65.1;2015;13
2015-03-29;52;4590;530;0;392;31;5;0;40;3592;998;8.125000000000021;87.25;70.625;6.5625;3.4375;3.4;6.8;17.4;35.4;2015;13
2015-03-29;53;3487;104;0;320;11;12;-1;31;3010;477;9.028125000000022;82.15625;80.9375;10.925;6.309375;20.6;38.7;73.7;126.2;2015;13
2015-03-29;75;6894;167;4660;178;279;866;0;151;594;6301;6.680000000000026;86.35;84.9625;7.0675;4.35;5.4;11.2;20.4;27.0;2015;13
2015-03-29;76;5557;410;2604;587;491;2252;0;68;-856;6412;7.671428571428592;66.58928571428571;76.51785714285714;8.233928571428573;5.091071428571429;5.6000000000000005;6.0;7.7;39.2;2015;13
2015-03-29;84;9825;668;11570;109;201;4746;-3;87;-7553;17378;7.115625000000026;63.09375;63.359375;10.459375;4.55;0.0;-0.1;4.6;68.4;2015;13
2015-03-29;93;5548;652;0;44;389;1087;0;67;3309;2239;10.231250000000024;64.09375;55.703125;6.625;5.134375;0.0;0.0;3.0;36.0;2015;13
2015-04-05;11;10571;677;0;17;2;4;0;107;9764;807;8.612500000000026;85.0;98.75;7.9875;4.2375;1.0;2.3000000000000003;3.9;5.0;2015;14
2015-04-05;24;2798;0;10290;634;13;29;0;50;-8219;11016;9.300000000000022;82.6875;97.5;8.0625;4.325;-0.1;0.6000000000000001;1.5;1.9;2015;14
2015-04-05;27;3277;67;0;239;11;204;0;19;2737;540;7.450000000000024;80.375;100.0;7.575;4.275;2.4;4.4;4.800000000000001;4.6;2015;14
2015-04-05;28;4067;200;9051;441;4;21;0;62;-5713;9779;9.556250000000023;88.15625;100.0;10.20625;6.3;6.4;14.4;29.0;39.2;2015;14
2015-04-05;32;7291;950;4536;1231;5;2;0;121;446;6845;7.662500000000023;77.6875;88.28125;10.98125;6.125;13.8;28.0;55.0;94.3;2015;14
2015-04-05;44;6772;1546;7375;2120;15;1772;0;76;-6133;12904;6.9075000000000255;78.45;96.875;10.5975;5.825;19.0;39.1;60.7;95.7;2015;14
